Date,Season,Actual,Predicted,HomeProb,DrawProb,AwayProb,HomeOdds,DrawOdds,AwayOdds,Bet_Outcome,Bet_Odds,Won,PnL
2006-11-29,2006,H,A,0.13,0.23,0.64,6.0,3.6,1.57,A,1.57,False,-100.0
2006-11-29,2006,D,H,0.68,0.15,0.17,1.44,4.0,7.5,H,1.44,False,-100.0
2006-11-29,2006,A,H,0.55,0.18,0.27,1.83,3.3,4.33,H,1.83,False,-100.0
2006-11-29,2006,A,A,0.1,0.08,0.82,5.0,3.6,1.66,A,1.66,True,65.99999999999999
2006-12-02,2006,H,A,0.25,0.32,0.43,2.2,3.1,3.3,A,3.3,False,-100.0
2006-12-02,2006,A,H,0.46,0.23,0.31,3.75,3.2,2.0,H,3.75,False,-100.0
2006-12-02,2006,H,H,0.7,0.27,0.03,1.66,3.5,5.0,H,1.66,True,65.99999999999999
2006-12-02,2006,H,H,0.46,0.26,0.28,1.9,3.25,4.0,H,1.9,True,89.99999999999999
2006-12-02,2006,A,A,0.11,0.26,0.63,6.0,3.6,1.57,A,1.57,True,57.00000000000001
2006-12-02,2006,D,H,0.56,0.27,0.17,2.2,3.2,3.25,H,2.2,False,-100.0
2006-12-02,2006,H,H,0.43,0.28,0.29,2.4,3.2,2.87,H,2.4,True,140.0
2006-12-03,2006,H,H,0.41,0.19,0.4,1.9,3.25,4.0,H,1.9,True,89.99999999999999
2006-12-04,2006,D,H,0.73,0.14,0.13,1.57,3.6,6.0,H,1.57,False,-100.0
2006-12-05,2006,H,H,0.36,0.29,0.35,2.5,3.1,2.8,H,2.5,True,150.0
2006-12-05,2006,H,H,0.56,0.18,0.26,1.72,3.4,5.0,H,1.72,True,72.0
2006-12-06,2006,H,H,0.49,0.14,0.37,1.9,3.25,4.0,H,1.9,True,89.99999999999999
2006-12-06,2006,A,H,0.42,0.33,0.25,2.0,3.3,3.6,H,2.0,False,-100.0
2006-12-09,2006,D,H,0.44,0.18,0.38,2.6,3.2,2.62,H,2.6,False,-100.0
2006-12-09,2006,H,H,0.64,0.22,0.14,1.53,4.0,6.0,H,1.53,True,53.0
2006-12-09,2006,D,D,0.31,0.39,0.3,2.05,3.2,3.6,D,3.2,True,220.00000000000003
2006-12-09,2006,H,H,0.5,0.35,0.15,2.2,3.2,3.25,H,2.2,True,120.00000000000001
2006-12-09,2006,H,H,0.82,0.13,0.05,1.33,4.5,9.5,H,1.33,True,33.00000000000001
2006-12-09,2006,H,H,0.57,0.25,0.18,1.75,3.3,5.0,H,1.75,True,75.0
2006-12-09,2006,A,D,0.32,0.36,0.32,2.15,3.25,3.4,D,3.25,False,-100.0
2006-12-09,2006,H,H,0.54,0.4,0.06,1.36,4.33,9.0,H,1.36,True,36.00000000000001
2006-12-10,2006,D,H,0.56,0.41,0.03,1.72,3.4,5.0,H,1.72,False,-100.0
2006-12-11,2006,D,A,0.36,0.25,0.39,2.62,3.2,2.6,A,2.6,False,-100.0
2006-12-13,2006,A,A,0.08,0.29,0.63,4.75,3.5,1.72,A,1.72,True,72.0
2006-12-13,2006,H,H,0.63,0.22,0.15,1.2,6.0,13.0,H,1.2,True,19.999999999999996
2006-12-16,2006,H,H,0.77,0.11,0.12,1.72,3.4,5.0,H,1.72,True,72.0
2006-12-16,2006,A,H,0.41,0.37,0.22,2.1,3.25,3.4,H,2.1,False,-100.0
2006-12-16,2006,A,H,0.58,0.2,0.22,1.8,3.4,4.33,H,1.8,False,-100.0
2006-12-16,2006,A,A,0.03,0.14,0.83,6.0,3.8,1.53,A,1.53,True,53.0
